Order_ID,Date,Region,Category,Product,Units_Sold,Unit_Price,Discount_Pct,Revenue,Profit,Channel
O011180,2025-12-19,West,Home,Cookware,1,15.29,19.8,12.26,2.38,Online
O011181,2024-04-27,East,Electronics,Headphones,6,54.63,17.1,271.63,41.31,Store
O011182,2023-06-27,North,Grocery,Milk,6,38.81,4.0,223.5,46.78,Store
O011183,2023-06-10,South,Home,Cookware,4,15.68,23.6,47.93,9.54,Online
O011184,2025-08-12,North,Home,Cookware,8,160.75,14.4,1100.59,183.76,Store
O011185,2024-05-25,South,Grocery,Milk,14,27.71,19.9,310.66,66.72,Store
O011186,2023-09-04,North,Clothing,Jeans,4,20.71,15.7,69.85,18.62,Store
O011187,2023-12-30,North,Clothing,Jeans,2,24.17,7.3,44.82,7.06,Online
O011188,2023-03-12,North,Home,Cookware,4,24.81,21.2,78.2,21.29,Online
O011189,2023-10-05,East,Beauty,Skincare,2,36.48,7.3,67.62,8.82,Store
O011190,2025-05-22,East,Grocery,Milk,12,15.89,7.8,175.75,37.49,Store
O011191,2024-12-02,West,Home,Cookware,14,62.68,23.2,674.23,159.66,Online
O011192,2024-07-06,East,Electronics,Headphones,4,32.04,22.7,99.11,13.16,Online
O011193,2024-11-13,South,Clothing,Jeans,15,42.31,0.7,630.29,190.49,Wholesale
O011194,2023-08-22,South,Grocery,Milk,2,24.43,24.0,37.16,4.98,Online
O011195,2023-07-19,West,Home,Cookware,2,49.37,7.9,90.95,11.54,Store
O011196,2025-06-29,North,Clothing,Jeans,9,54.32,22.5,378.7,99.57,Store
O011197,2023-10-10,East,Home,Cookware,15,25.29,6.6,354.39,45.17,Store
O011198,2023-02-10,South,Grocery,Milk,12,33.31,15.6,337.41,99.72,Online
O011199,2024-04-01,West,Clothing,Jeans,8,52.96,16.2,354.91,44.05,Store
O011200,2025-05-31,East,Clothing,Jeans,6,61.65,19.2,298.92,80.98,Store
O011201,2024-01-09,West,Grocery,Milk,15,35.37,18.4,432.79,129.1,Store
O011202,2023-11-20,South,Home,Cookware,2,31.54,6.5,59.01,8.64,Online
O011203,2023-11-12,North,Grocery,Milk,3,57.68,4.4,165.42,48.8,Store
O011204,2025-03-29,East,Electronics,Headphones,12,55.9,1.7,659.71,104.67,Store
O011205,2024-02-08,South,Home,Cookware,4,12.58,8.6,45.98,10.65,Online
O011206,2023-04-12,South,Clothing,Jeans,6,68.31,23.8,312.32,83.3,Store
O011207,2023-06-06,West,Grocery,Milk,9,39.04,15.7,296.27,70.26,Wholesale
O011208,2025-02-17,South,Clothing,Jeans,11,54.06,14.6,507.96,151.58,Store
O011209,2024-01-05,East,Grocery,Milk,10,23.42,6.4,219.13,65.83,Store
O011210,2024-11-17,South,Grocery,Milk,1,27.65,14.8,23.55,7.4,Store
O011211,2024-12-14,East,Grocery,Milk,13,28.59,5.0,352.99,51.24,Store
O011212,2025-07-22,East,Clothing,Jeans,11,48.76,11.5,474.67,83.75,Store
O011213,2024-11-08,West,Electronics,Headphones,9,57.13,21.9,401.47,75.63,Online
O011214,2024-11-15,East,Electronics,Headphones,11,41.2,20.9,358.7,87.63,Wholesale
O011215,2023-04-09,North,Electronics,Headphones,15,35.24,22.7,408.48,59.54,Store
O011216,2025-08-04,East,Beauty,Skincare,6,29.94,18.8,145.83,22.72,Store
O011217,2025-04-09,North,Grocery,Milk,12,55.17,8.2,607.51,79.66,Store
O011218,2025-12-02,North,Grocery,Milk,10,60.5,4.3,579.17,110.57,Store
O011219,2025-02-19,South,Grocery,Milk,6,60.05,5.0,342.32,67.91,Online
O011220,2025-03-05,South,Clothing,Jeans,6,38.25,11.0,204.27,25.32,Online
O011221,2024-11-22,East,Grocery,Milk,1,38.55,19.5,31.02,8.01,Online
O011222,2024-05-28,South,Beauty,Skincare,10,44.39,18.1,363.61,44.45,Online
O011223,2025-04-12,North,Clothing,Jeans,10,40.8,1.6,401.68,52.32,Wholesale
O011224,2024-12-23,South,Electronics,Headphones,1,47.77,10.5,42.73,6.94,Online
O011225,2024-03-26,East,Clothing,Jeans,7,45.6,20.9,252.34,47.76,Store
O011226,2023-03-24,East,Home,Cookware,8,23.51,10.9,167.64,20.62,Store
O011227,2024-09-19,East,Grocery,Milk,7,26.28,20.5,146.22,35.88,Store
O011228,2023-06-11,West,Clothing,Jeans,14,51.12,22.9,552.15,137.17,Store
O011229,2023-08-17,East,Electronics,Headphones,2,13.79,12.4,24.15,5.87,Wholesale
O011230,2023-10-26,South,Home,Cookware,9,45.53,20.4,326.15,102.32,Store
O011231,2025-04-15,East,Beauty,Skincare,9,48.47,18.6,355.27,89.75,Store
O011232,2023-10-18,North,Clothing,Jeans,15,40.81,19.1,495.14,73.4,Online
O011233,2024-12-14,South,Beauty,Skincare,4,34.3,14.6,117.11,31.54,Online
O011234,2024-07-27,East,Beauty,Skincare,8,62.86,16.7,418.75,59.16,Wholesale
O011235,2025-09-03,West,Electronics,Headphones,13,19.19,15.9,209.78,56.56,Store
O011236,2023-11-10,North,Clothing,Jeans,9,17.8,0.5,159.4,45.57,Store
O011237,2025-12-27,North,Grocery,Milk,5,73.57,0.5,366.17,59.5,Store
O011238,2025-12-17,South,Home,Cookware,9,96.64,8.7,793.9,233.03,Online
O011239,2024-01-11,North,Grocery,Milk,11,55.3,24.4,460.04,112.14,Store
O011240,2024-02-04,West,Electronics,Headphones,11,31.85,19.9,280.72,76.35,Store
O011241,2024-04-15,South,Clothing,Jeans,14,45.89,12.7,560.94,123.16,Store
O011242,2023-12-11,East,Grocery,Milk,5,20.12,4.8,95.72,26.99,Wholesale
O011243,2023-07-10,South,Grocery,Milk,10,50.77,6.3,475.67,118.36,Store
O011244,2023-08-26,West,Grocery,Milk,10,47.65,9.7,430.12,75.82,Online
O011245,2025-11-01,South,Grocery,Milk,15,51.16,3.0,744.34,237.78,Store
O011246,2025-08-17,South,Home,Cookware,2,61.31,10.3,109.96,17.61,Online
O011247,2024-06-09,West,Home,Cookware,6,66.79,22.6,310.12,51.47,Online
O011248,2024-09-23,North,Grocery,Milk,15,79.97,20.1,958.54,139.27,Online
O011249,2024-10-15,North,Clothing,Jeans,10,18.55,10.1,166.69,37.38,Store
O011250,2024-02-04,North,Clothing,Jeans,13,63.91,2.0,814.34,172.66,Wholesale
O011251,2024-02-29,East,Electronics,Headphones,1,33.82,16.3,28.31,8.88,Online
O011252,2024-04-06,South,Clothing,Jeans,6,36.37,4.3,208.85,48.77,Wholesale
O011253,2025-11-24,North,Home,Cookware,13,26.94,20.1,279.97,63.12,Online
O011254,2025-03-16,North,Grocery,Milk,12,13.67,0.0,163.98,40.99,Store
O011255,2025-07-28,North,Home,Cookware,14,12.9,7.8,166.57,44.33,Online
O011256,2023-04-01,South,Home,Cookware,14,42.25,13.4,512.44,67.09,Online
O011257,2024-01-24,West,Electronics,Headphones,12,63.26,15.3,642.76,195.5,Store
O011258,2023-12-06,South,Clothing,Jeans,11,27.95,25.0,230.62,46.95,Wholesale
O011259,2025-03-07,South,Electronics,Headphones,5,27.58,17.3,114.07,32.17,Store
O011260,2025-10-23,West,Grocery,Milk,9,23.56,15.1,179.93,39.12,Store
O011261,2024-06-10,South,Grocery,Milk,2,35.49,0.1,70.89,17.51,Online
O011262,2025-04-30,East,Home,Cookware,2,32.74,20.0,52.37,14.2,Wholesale
O011263,2023-05-22,North,Clothing,Jeans,14,87.18,0.2,1217.74,343.0,Online
O011264,2025-03-12,South,Beauty,Skincare,1,39.41,17.1,32.67,6.98,Online
O011265,2025-01-12,South,Electronics,Headphones,10,68.69,4.1,658.55,145.08,Store
O011266,2025-11-04,North,Electronics,Headphones,11,30.89,9.9,306.14,89.14,Store
O011267,2023-05-03,West,Grocery,Milk,9,57.65,7.4,480.22,127.7,Wholesale
O011268,2023-05-02,East,Clothing,Jeans,9,55.56,1.9,490.47,119.91,Online
O011269,2024-05-29,South,Grocery,Milk,5,76.0,21.7,297.71,64.15,Online
O011270,2023-02-02,West,Home,Cookware,1,26.53,0.9,26.3,3.51,Wholesale
O011271,2025-08-07,North,Beauty,Skincare,12,57.99,22.5,539.22,149.53,Store
O011272,2024-07-05,North,Electronics,Headphones,8,37.07,24.8,222.97,63.92,Store
O011273,2024-11-03,East,Home,Cookware,8,21.01,13.0,146.25,44.25,Online
O011274,2024-09-11,South,Clothing,Jeans,6,43.51,19.3,210.62,39.72,Online
O011275,2025-08-25,East,Clothing,Jeans,11,34.35,16.1,317.12,98.07,Store
O011276,2024-09-07,East,Home,Cookware,6,26.99,20.1,129.37,24.37,Online
O011277,2025-06-12,East,Grocery,Milk,14,29.98,0.4,417.88,105.94,Online
O011278,2024-09-24,South,Home,Cookware,12,28.06,8.0,309.66,40.83,Wholesale
O011279,2025-08-06,West,Home,Cookware,10,38.62,1.9,378.83,72.67,Store
O011280,2024-04-10,East,Grocery,Milk,12,16.56,10.7,177.54,53.8,Online
O011281,2023-05-28,South,Beauty,Skincare,10,37.03,6.5,346.06,52.16,Wholesale
O011282,2024-04-24,North,Clothing,Jeans,11,36.68,19.7,324.0,93.61,Online
O011283,2024-09-25,North,Electronics,Headphones,8,20.55,10.9,146.5,37.59,Store
O011284,2025-10-26,South,Home,Cookware,13,35.09,10.6,407.82,52.78,Store
O011285,2025-09-15,North,Clothing,Jeans,12,29.62,22.7,274.76,55.84,Wholesale
O011286,2025-01-02,North,Home,Cookware,8,37.14,0.6,295.23,89.42,Store
O011287,2025-09-10,West,Grocery,Milk,6,37.62,24.6,170.27,41.1,Online
O011288,2024-09-09,West,Grocery,Milk,9,9.68,19.5,70.11,18.03,Online
O011289,2025-05-04,West,Electronics,Headphones,9,23.95,24.7,162.35,24.06,Online
O011290,2025-10-05,North,Beauty,Skincare,4,261.16,2.3,1020.72,307.55,Store
O011291,2023-11-08,West,Clothing,Jeans,12,70.27,1.8,828.38,214.72,Online
O011292,2025-11-11,South,Grocery,Milk,9,54.15,3.4,470.58,123.02,Online
O011293,2024-07-21,North,Grocery,Milk,6,14.11,1.8,83.13,16.32,Online
O011294,2025-06-02,North,Home,Cookware,2,23.39,22.3,36.37,9.02,Store
O011295,2024-11-28,West,Home,Cookware,8,15.77,17.1,104.55,29.27,Store
O011296,2024-12-23,South,Clothing,Jeans,10,54.06,5.6,510.11,91.37,Store
O011297,2023-07-24,South,Beauty,Skincare,14,17.27,5.6,228.16,44.85,Online
O011298,2023-09-26,West,Grocery,Milk,8,12.82,19.6,82.46,18.62,Online
O011299,2024-08-10,West,Electronics,Headphones,3,37.88,7.7,104.84,15.3,Store
O011300,2023-02-14,West,Home,Cookware,13,15.72,20.1,163.38,25.94,Online
O011301,2023-09-10,North,Home,Cookware,6,17.45,24.9,78.67,20.04,Online
O011302,2023-02-16,South,Electronics,Headphones,15,41.22,4.4,591.23,170.3,Wholesale
O011303,2024-05-27,North,Home,Cookware,8,87.46,8.9,637.66,159.63,Store
O011304,2024-07-04,West,Grocery,Milk,5,63.96,14.8,272.48,54.46,Store
O011305,2023-03-15,North,Grocery,Milk,13,26.56,24.9,259.19,42.43,Wholesale
O011306,2023-02-19,North,Grocery,Milk,6,10.65,16.9,53.13,9.45,Store
O011307,2023-05-23,East,Electronics,Headphones,7,63.09,19.6,355.04,99.35,Online
O011308,2024-05-25,West,Home,Cookware,14,39.58,8.8,505.41,160.46,Wholesale
O011309,2024-09-27,South,Electronics,Headphones,7,31.6,21.7,173.28,36.72,Online
O011310,2023-12-12,West,Grocery,Milk,10,24.36,22.7,188.26,43.27,Online
O011311,2023-02-17,South,Home,Cookware,3,25.3,13.1,65.99,17.1,Wholesale
O011312,2023-11-11,South,Clothing,Jeans,5,68.03,19.7,272.97,79.39,Online
O011313,2024-01-07,North,Beauty,Skincare,6,34.93,0.2,209.12,60.87,Online
O011314,2023-12-22,North,Electronics,Headphones,2,49.47,19.3,79.83,21.24,Store
O011315,2025-08-06,South,Grocery,Milk,5,24.48,4.7,116.64,15.54,Online
O011316,2024-03-04,South,Electronics,Headphones,6,21.99,16.0,110.77,20.59,Online
O011317,2025-05-05,East,Clothing,Jeans,4,39.06,9.4,141.52,28.98,Online
O011318,2025-06-14,North,Home,Cookware,11,30.38,15.5,282.51,44.95,Online
O011319,2023-11-27,East,Grocery,Milk,15,8.49,10.6,113.85,25.85,Store
O011320,2025-11-27,South,Electronics,Headphones,1,25.83,0.7,25.64,6.17,Store
O011321,2025-10-25,South,Electronics,Headphones,1,48.55,12.1,42.69,6.21,Store
O011322,2024-08-25,West,Electronics,Headphones,6,74.16,16.1,373.44,106.0,Online
O011323,2024-04-15,West,Grocery,Milk,7,54.89,7.7,354.69,108.58,Store
O011324,2023-07-23,West,Grocery,Milk,4,50.74,24.8,152.67,29.84,Store
O011325,2025-12-08,West,Grocery,Milk,15,65.11,20.9,772.85,208.71,Store
O011326,2024-03-14,South,Clothing,Jeans,4,26.72,11.5,94.59,17.25,Online
O011327,2023-11-01,South,Electronics,Headphones,1,26.8,6.8,24.97,6.11,Online
O011328,2025-07-04,West,Clothing,Jeans,7,68.96,17.6,397.52,68.21,Wholesale
O011329,2025-08-31,South,Home,Cookware,9,90.44,12.2,714.67,130.62,Wholesale
O011330,2023-02-11,West,Electronics,Headphones,14,25.33,20.1,283.23,82.74,Online
O011331,2025-04-06,West,Home,Cookware,7,41.35,15.0,246.07,39.11,Wholesale
O011332,2023-12-15,East,Home,Cookware,5,50.9,3.3,246.12,61.74,Online
O011333,2024-11-22,West,Clothing,Jeans,3,14.86,17.8,36.66,9.21,Online
O011334,2024-01-07,South,Grocery,Milk,6,56.64,19.2,274.61,50.58,Store
O011335,2023-03-14,South,Home,Cookware,8,102.34,7.4,758.4,127.84,Store
O011336,2023-12-07,West,Grocery,Milk,14,143.86,17.1,1669.12,233.2,Store
O011337,2024-01-19,West,Home,Cookware,7,36.81,13.5,222.97,66.68,Online
O011338,2023-01-25,West,Grocery,Milk,5,45.72,13.8,197.05,30.66,Wholesale
O011339,2025-03-14,South,Clothing,Jeans,4,38.86,8.2,142.74,43.43,Store
O011340,2024-02-15,East,Beauty,Skincare,2,72.0,21.9,112.51,19.6,Online
O011341,2024-09-24,North,Grocery,Milk,2,14.92,15.1,25.34,6.35,Store
O011342,2024-09-13,West,Electronics,Headphones,6,20.88,16.5,104.64,21.01,Store
O011343,2024-10-22,West,Grocery,Milk,8,17.59,18.0,115.36,30.48,Store
O011344,2023-12-22,East,Electronics,Headphones,5,63.92,9.2,290.35,89.05,Store
O011345,2023-12-03,South,Grocery,Milk,7,65.25,17.6,376.44,95.07,Online
O011346,2025-04-06,West,Electronics,Headphones,10,30.57,16.6,255.04,70.89,Online
O011347,2024-08-30,West,Electronics,Headphones,12,15.64,24.0,142.59,33.28,Store
O011348,2025-07-11,South,Home,Cookware,7,18.46,17.5,106.57,20.44,Store
O011349,2024-08-15,North,Home,Cookware,9,28.18,9.8,228.84,55.84,Store
O011350,2025-03-10,West,Grocery,Milk,5,38.96,8.6,177.99,49.49,Wholesale
O011351,2023-05-06,West,Electronics,Headphones,4,36.12,14.6,123.41,27.93,Store
O011352,2024-10-26,North,Electronics,Headphones,15,85.11,12.2,1120.89,348.96,Store
O011353,2024-07-02,South,Grocery,Milk,14,35.32,17.2,409.23,110.8,Online
O011354,2025-04-20,South,Clothing,Jeans,3,26.63,8.4,73.14,16.71,Store
O011355,2023-05-17,South,Clothing,Jeans,7,38.3,4.3,256.65,53.93,Online
O011356,2024-11-20,South,Grocery,Milk,15,78.28,18.9,951.95,208.59,Store
O011357,2023-04-14,South,Grocery,Milk,7,75.08,1.9,515.46,71.41,Online
O011358,2024-07-07,South,Grocery,Milk,13,135.28,6.0,1653.79,367.77,Online
O011359,2025-08-10,South,Grocery,Milk,4,109.66,23.5,335.7,42.5,Store
O011360,2025-10-08,East,Home,Cookware,6,16.52,17.2,82.03,17.81,Online
O011361,2025-12-28,South,Home,Cookware,8,236.71,3.8,1821.9,262.64,Store
O011362,2024-04-24,East,Grocery,Milk,4,33.49,2.8,130.19,35.98,Online
O011363,2025-01-16,West,Electronics,Headphones,2,27.1,17.7,44.6,12.38,Store
O011364,2025-10-03,South,Home,Cookware,3,28.3,15.6,71.7,11.77,Wholesale
O011365,2024-08-21,West,Grocery,Milk,4,20.75,1.1,82.09,16.23,Store
O011366,2025-03-11,North,Home,Cookware,8,30.93,20.9,195.7,27.5,Online
O011367,2025-02-22,East,Clothing,Jeans,11,31.82,13.2,303.98,88.43,Store
O011368,2024-12-20,West,Electronics,Headphones,10,60.5,7.4,560.2,151.31,Store
O011369,2023-03-26,North,Clothing,Jeans,2,34.96,8.2,64.18,11.89,Online
O011370,2025-07-08,South,Clothing,Jeans,3,71.49,19.1,173.56,41.98,Store
O011371,2024-05-20,North,Clothing,Jeans,4,86.24,11.3,305.93,55.8,Online
O011372,2023-02-23,South,Beauty,Skincare,3,82.59,6.1,232.65,46.92,Online
O011373,2024-11-09,North,Electronics,Headphones,14,56.77,9.8,716.93,210.67,Store
O011374,2024-12-08,East,Clothing,Jeans,3,49.63,15.1,126.39,18.71,Store
O011375,2024-04-04,North,Home,Cookware,3,54.77,3.3,158.86,24.15,Online
O011376,2023-01-20,West,Home,Cookware,4,131.61,8.7,480.87,68.55,Wholesale
O011377,2025-12-31,South,Grocery,Milk,7,86.15,6.1,566.1,120.23,Store
O011378,2025-12-14,West,Grocery,Milk,14,53.33,11.6,659.67,97.32,Online
O011379,2024-05-18,West,Beauty,Skincare,3,123.54,14.7,316.06,64.87,Store
O011380,2025-03-10,North,Electronics,Headphones,2,73.57,22.5,114.09,13.84,Store
O011381,2025-08-23,South,Grocery,Milk,5,151.69,19.6,609.8,80.96,Store
O011382,2024-04-29,West,Beauty,Skincare,15,45.6,10.9,609.24,116.41,Online
O011383,2025-03-25,East,Clothing,Jeans,10,49.23,18.4,401.74,116.41,Online
O011384,2023-10-16,South,Home,Cookware,1,58.41,0.4,58.16,13.7,Store
O011385,2024-10-14,South,Beauty,Skincare,3,32.21,5.2,91.58,12.54,Online
O011386,2023-02-14,West,Grocery,Milk,3,33.58,8.0,92.68,28.7,Store
O011387,2024-07-28,East,Clothing,Jeans,4,21.07,21.0,66.56,10.77,Store
O011388,2025-04-18,South,Electronics,Headphones,14,6.68,10.2,84.02,22.65,Online
O011389,2024-01-20,West,Home,Cookware,15,56.66,24.6,641.19,194.37,Store
O011390,2024-02-21,North,Home,Cookware,11,24.3,9.8,241.23,33.06,Online
O011391,2024-05-22,South,Electronics,Headphones,13,66.77,24.2,658.34,95.99,Wholesale
O011392,2025-12-12,West,Beauty,Skincare,5,28.27,21.3,111.27,29.17,Store
O011393,2023-05-08,West,Clothing,Jeans,12,18.56,13.5,192.6,32.49,Store
O011394,2025-02-03,South,Electronics,Headphones,15,45.89,10.1,618.51,143.85,Online
O011395,2024-01-15,West,Clothing,Jeans,9,26.89,11.0,215.33,40.69,Store
O011396,2024-11-15,South,Home,Cookware,5,29.89,8.9,136.15,40.3,Store
O011397,2023-02-28,West,Home,Cookware,4,14.76,24.8,44.38,13.58,Wholesale
O011398,2024-01-21,South,Grocery,Milk,6,36.05,12.2,189.89,56.8,Online
O011399,2025-07-12,West,Grocery,Milk,5,35.88,11.4,158.86,23.69,Store
O011400,2024-03-21,East,Electronics,Headphones,14,24.9,23.0,268.56,45.36,Store
O011401,2023-09-11,South,Home,Cookware,7,21.13,2.5,144.28,44.6,Store
O011402,2023-03-26,South,Electronics,Headphones,1,18.22,14.4,15.59,4.57,Store
O011403,2024-10-18,North,Grocery,Milk,10,28.42,9.1,258.35,47.28,Online
O011404,2024-06-10,West,Home,Cookware,1,29.68,20.4,23.63,4.05,Online
O011405,2025-02-17,South,Home,Cookware,15,27.35,14.4,351.01,77.21,Store
O011406,2023-07-10,East,Home,Cookware,12,23.06,10.7,247.11,64.75,Store
O011407,2025-10-08,West,Electronics,Headphones,11,41.14,10.9,402.99,77.1,Wholesale
O011408,2023-07-14,West,Clothing,Jeans,10,49.27,17.2,408.05,99.72,Store
O011409,2023-03-10,South,Clothing,Jeans,7,18.93,4.5,126.55,15.81,Online
O011410,2024-09-07,South,Electronics,Headphones,2,18.15,9.8,32.73,5.17,Store
O011411,2024-11-11,North,Grocery,Milk,12,21.68,5.6,245.5,73.04,Online
O011412,2025-06-10,South,Home,Cookware,14,62.74,21.6,689.05,208.28,Store
O011413,2023-02-08,North,Grocery,Milk,5,54.44,15.2,230.72,29.42,Store
O011414,2023-05-31,South,Clothing,Jeans,6,101.4,22.9,469.05,147.21,Online
O011415,2024-01-24,East,Grocery,Milk,5,34.8,15.9,146.38,37.54,Online
O011416,2024-04-05,South,Home,Cookware,15,34.69,20.2,415.2,66.46,Store
O011417,2023-08-31,East,Beauty,Skincare,15,32.58,12.7,426.66,111.15,Store
O011418,2025-06-28,South,Home,Cookware,15,25.77,24.8,290.53,79.27,Online
O011419,2024-05-15,South,Home,Cookware,1,20.04,1.3,19.78,5.01,Store
O011420,2023-03-17,North,Home,Cookware,7,21.17,8.9,134.97,20.88,Store
O011421,2024-07-31,South,Electronics,Headphones,6,20.84,4.2,119.73,22.11,Online
O011422,2024-01-05,West,Beauty,Skincare,9,47.47,10.2,383.78,114.15,Online
O011423,2025-10-13,South,Grocery,Milk,1,19.8,2.2,19.37,6.07,Online
O011424,2025-11-27,South,Clothing,Jeans,14,24.89,25.0,261.44,53.67,Online
O011425,2025-09-26,North,Beauty,Skincare,12,24.89,7.2,277.05,69.08,Online
O011426,2024-04-24,South,Clothing,Jeans,12,33.01,18.6,322.38,49.89,Store
O011427,2025-06-08,North,Home,Cookware,10,32.03,22.5,248.11,44.95,Store
O011428,2023-11-02,West,Clothing,Jeans,2,37.35,16.4,62.45,14.03,Store
O011429,2023-04-26,South,Home,Cookware,2,22.18,24.9,33.31,10.08,Store
O011430,2024-07-18,North,Home,Cookware,13,63.11,15.9,690.32,185.81,Online
O011431,2023-02-14,South,Grocery,Milk,7,11.19,12.3,68.72,14.54,Online
O011432,2024-08-10,South,Grocery,Milk,6,51.34,1.7,302.83,87.46,Store
O011433,2025-04-11,West,Electronics,Headphones,5,61.3,21.7,240.06,44.81,Store
O011434,2025-07-18,West,Clothing,Jeans,1,39.58,8.9,36.06,7.7,Store
O011435,2024-04-09,South,Home,Cookware,13,102.67,22.1,1039.23,197.3,Store
O011436,2025-04-14,East,Home,Cookware,2,25.17,3.5,48.57,9.44,Wholesale
O011437,2024-09-23,North,Grocery,Milk,12,70.77,13.7,733.21,208.86,Online
O011438,2024-05-07,South,Electronics,Headphones,8,23.64,10.2,169.81,52.05,Wholesale
O011439,2025-05-22,North,Grocery,Milk,9,28.5,13.2,222.61,49.52,Store
O011440,2023-06-27,South,Grocery,Milk,13,60.15,3.5,754.42,219.53,Store
O011441,2025-10-08,North,Grocery,Milk,11,48.43,24.3,403.49,102.37,Store
O011442,2025-11-23,South,Beauty,Skincare,4,25.77,3.8,99.2,12.51,Wholesale
O011443,2023-09-23,East,Home,Cookware,1,15.64,19.8,12.54,2.71,Store
O011444,2023-07-11,East,Grocery,Milk,6,65.56,8.4,360.48,76.58,Store
O011445,2024-10-28,West,Grocery,Milk,9,67.97,12.7,534.29,137.88,Store
O011446,2024-10-11,North,Clothing,Jeans,4,25.99,14.0,89.38,11.49,Online
O011447,2023-05-05,West,Beauty,Skincare,13,41.4,15.2,456.33,91.13,Online
O011448,2024-01-18,West,Grocery,Milk,1,20.51,10.7,18.31,5.83,Store
O011449,2025-08-27,North,Home,Cookware,9,83.82,14.4,645.77,89.79,Wholesale
O011450,2025-06-25,South,Grocery,Milk,5,35.1,19.2,141.73,45.08,Store
O011451,2023-12-08,West,Clothing,Jeans,13,35.17,24.7,344.25,83.57,Online
O011452,2023-09-28,South,Grocery,Milk,2,47.63,0.0,95.25,18.47,Online
O011453,2024-09-24,West,Clothing,Jeans,13,50.34,21.5,513.92,150.53,Store
O011454,2025-02-23,North,Grocery,Milk,9,28.84,22.7,200.59,56.66,Store
O011455,2023-01-28,South,Grocery,Milk,9,32.76,22.0,229.86,37.78,Wholesale
O011456,2025-08-03,West,Grocery,Milk,2,57.23,1.0,113.27,14.86,Wholesale
O011457,2023-10-14,South,Clothing,Jeans,2,40.19,2.9,78.06,24.67,Online
O011458,2023-12-27,South,Home,Cookware,8,19.34,16.8,128.73,31.26,Online
O011459,2024-09-18,East,Electronics,Headphones,4,19.64,0.4,78.27,13.58,Online
O011460,2024-01-18,North,Grocery,Milk,13,39.07,10.9,452.8,66.42,Store
O011461,2024-05-13,North,Grocery,Milk,2,45.39,15.1,77.03,17.42,Wholesale
O011462,2024-09-27,North,Home,Cookware,6,49.25,10.4,264.91,33.18,Store
O011463,2024-11-05,East,Grocery,Milk,12,47.24,14.5,484.7,92.25,Online
O011464,2025-01-10,East,Electronics,Headphones,7,134.05,6.8,874.9,208.44,Store
O011465,2024-09-07,West,Grocery,Milk,13,21.69,14.1,242.3,36.79,Store
O011466,2023-03-04,North,Beauty,Skincare,10,52.77,7.0,490.97,146.63,Online
O011467,2025-12-17,North,Electronics,Headphones,15,31.26,10.7,418.72,125.71,Wholesale
O011468,2023-08-15,West,Grocery,Milk,6,51.16,18.8,249.21,35.26,Online
O011469,2025-01-27,East,Home,Cookware,3,30.87,4.9,88.04,21.15,Store
O011470,2023-11-15,South,Electronics,Headphones,4,32.85,16.8,109.38,20.81,Online
O011471,2024-10-02,West,Beauty,Skincare,3,31.9,14.0,82.32,23.8,Online
O011472,2023-05-29,South,Grocery,Milk,4,24.9,15.6,84.09,23.32,Online
O011473,2025-08-08,South,Grocery,Milk,13,87.69,2.6,1110.58,273.6,Store
O011474,2023-03-11,East,Clothing,Jeans,2,40.45,3.8,77.81,17.37,Wholesale
O011475,2023-06-28,South,Grocery,Milk,1,34.63,3.0,33.59,8.57,Wholesale
O011476,2025-05-22,South,Home,Cookware,7,46.38,5.7,306.0,88.08,Online
O011477,2023-07-28,North,Grocery,Milk,5,43.94,18.8,178.33,24.29,Online
O011478,2023-09-09,West,Clothing,Jeans,5,58.18,9.9,262.06,77.51,Store
O011479,2023-01-08,East,Grocery,Milk,8,40.08,10.8,285.96,68.02,Online
O011480,2025-11-13,East,Clothing,Jeans,1,28.54,0.3,28.46,8.86,Store
O011481,2025-07-16,East,Grocery,Milk,8,16.57,24.9,99.52,28.23,Store
O011482,2025-09-01,West,Electronics,Headphones,1,50.66,16.5,42.28,11.87,Wholesale
O011483,2023-02-22,South,Clothing,Jeans,14,55.25,23.7,590.46,164.15,Store
O011484,2025-02-23,West,Home,Cookware,2,103.44,1.8,203.09,48.6,Store
O011485,2023-09-09,South,Electronics,Headphones,3,16.11,2.1,47.29,8.38,Store
O011486,2023-01-07,West,Grocery,Milk,14,31.74,4.7,423.32,94.75,Store
O011487,2025-07-22,North,Clothing,Jeans,10,64.02,15.6,540.08,84.66,Store
O011488,2024-12-28,North,Home,Cookware,14,10.43,2.3,142.64,35.7,Store
O011489,2024-11-15,West,Home,Cookware,14,57.66,14.9,686.98,157.57,Online
O011490,2023-09-23,South,Clothing,Jeans,10,34.49,23.8,262.94,61.27,Online
O011491,2024-07-02,South,Grocery,Milk,11,50.46,19.1,449.29,65.35,Store
O011492,2024-06-24,East,Electronics,Headphones,9,23.98,4.4,206.35,58.68,Store
O011493,2024-03-14,East,Beauty,Skincare,2,32.65,17.4,53.95,16.96,Store
O011494,2025-03-21,East,Clothing,Jeans,2,23.49,15.8,39.57,6.49,Online
O011495,2025-12-08,West,Electronics,Headphones,5,119.92,0.1,598.86,155.12,Store
O011496,2024-10-07,East,Home,Cookware,6,88.95,13.2,463.15,74.16,Store
O011497,2023-08-21,East,Clothing,Jeans,10,34.45,1.7,338.73,107.57,Store
O011498,2024-02-23,East,Beauty,Skincare,11,40.8,3.0,435.46,103.08,Store
